mapblklot,analysis_neighborhood,Historic,in_historic_district
7054012,Oceanview/Merced/Ingleside,0,0
4275005,Mission,0,0
5931001B,Portola,0,0
6004060,Excelsior,0,0
6237004,Visitacion Valley,0,0
5260001,Bayview Hunters Point,0,0
5335B007,Bayview Hunters Point,0,0
5932032,Portola,0,0
3641022,Mission,0,0
6038042,Portola,0,0
6413035,Excelsior,0,0
5501014,Bernal Heights,0,0
5527015,Bernal Heights,0,0
3211011C,Outer Mission,0,0
4591B039,Bayview Hunters Point,0,0
3613017C,Mission,0,0
5710042,Bernal Heights,0,0
5893001A,Excelsior,0,0
5359013,Bayview Hunters Point,0,0
5889031,Excelsior,0,0
4146035,Mission,0,0
7173027,Outer Mission,0,0
6236053,Visitacion Valley,0,0
3153023,Outer Mission,0,0
7031008A,Outer Mission,0,0
4281A018,Potrero Hill,0,0
0101011,Chinatown,0,0
6786086,Outer Mission,0,0
6013022,Excelsior,0,0
5869014,Excelsior,0,0
7073047,Oceanview/Merced/Ingleside,0,0
4940003,Bayview Hunters Point,0,0
5524051,Bernal Heights,1,1
5886060,Excelsior,0,0
5892007,Excelsior,0,0
0181019,Nob Hill,0,0
0533034,Marina,0,0
7096A047,Outer Mission,0,0
6422024,Excelsior,0,0
5746008,Bernal Heights,0,0
4095054,Potrero Hill,0,0
6238001A,Visitacion Valley,0,0
4994003,Bayview Hunters Point,0,0
3610009,Mission,0,0
3730090,South of Market,1,1
7331195,Lakeshore,1,1
6529019,Mission,0,0
5506002,Bernal Heights,0,0
3587159,Mission,0,0
7133017,Oceanview/Merced/Ingleside,0,0
5296021,Bayview Hunters Point,0,0
3614054C,Mission,1,1
6207001,Visitacion Valley,0,0
0146005,Chinatown,0,0
0754006A,Western Addition,0,0
0337014A,Tenderloin,1,1
6305019,Visitacion Valley,0,0
6080011,Excelsior,0,0
6078035,Excelsior,0,0
7089008,Oceanview/Merced/Ingleside,0,0
0175009,Chinatown,1,1
3705021,South of Market,1,1
7331062,Lakeshore,1,1
6083011,Excelsior,0,0
6043012,Portola,0,0
4142038,Mission,0,0
4810005,Bayview Hunters Point,0,0
7032A035,Outer Mission,0,0
5054A041,Bayview Hunters Point,1,1
5465057,Bayview Hunters Point,0,0
4207005,Mission,0,0
6968007,Outer Mission,0,0
6082035,Excelsior,0,0
5383021A,Bayview Hunters Point,0,0
5743003,Bernal Heights,0,0
6970024G,Outer Mission,0,0
0651023,Pacific Heights,0,0
7072039,Oceanview/Merced/Ingleside,0,0
5384004B,Bayview Hunters Point,0,0
6049011,Portola,0,0
3729001,South of Market,1,1
3779168,South of Market,0,0
7055015C,Oceanview/Merced/Ingleside,0,0
3571015,Mission,0,0
6044008A,Portola,0,0
6597007E,Bernal Heights,0,0
3152012,Outer Mission,0,0
3724037,South of Market,0,0
4160019,Potrero Hill,0,0
3611021,Mission,1,1
6252017A,Visitacion Valley,0,0
6778038,Outer Mission,0,0
6130036,Portola,0,0
6004028,Excelsior,0,0
3725033,South of Market,1,1
6396045,Excelsior,0,0
7010038,Oceanview/Merced/Ingleside,0,0
6996010,Oceanview/Merced/Ingleside,0,0
0179021,Chinatown,0,0
6347018,Excelsior,0,0
5354017,Bayview Hunters Point,0,0
5898026,Excelsior,0,0
4098045,Potrero Hill,0,0
5719002,Bernal Heights,0,0
6235011,Visitacion Valley,0,0
5331041,Bayview Hunters Point,0,0
0294005,Financial District/South Beach,1,1
4336017,Mission,0,0
6155014A,Portola,0,0
6088015,Excelsior,0,0
7053042,Oceanview/Merced/Ingleside,0,0
6477006,Excelsior,0,0
5428D025,Bayview Hunters Point,0,0
4337001F,Mission,0,0
7044A006B,Outer Mission,0,0
7032A053,Outer Mission,0,0
3212008,Outer Mission,0,0
5806012,Bernal Heights,0,0
6528032A,Mission,0,0
4914035,Bayview Hunters Point,0,0
5730026,Bernal Heights,0,0
5524033A,Bernal Heights,0,0
3511042,Mission,1,1
3631014,Mission,1,1
5082001,Bayview Hunters Point,1,1
5746029,Bernal Heights,0,0
0118013,Chinatown,0,0
5387005,Bayview Hunters Point,0,0
5513012D,Bernal Heights,0,0
5701029,Bernal Heights,0,0
5638025,Bernal Heights,0,0
6116050,Portola,0,0
4720COM,Bayview Hunters Point,0,0
1466023,Outer Richmond,0,0
4000011A,Potrero Hill,0,0
6014002,Excelsior,0,0
3726059,South of Market,0,0
6459013,Excelsior,0,0
5717001A,Bernal Heights,0,0
5400025,Bayview Hunters Point,0,0
5843012,Bernal Heights,0,0
5677013,Bernal Heights,0,0
5070030,Bayview Hunters Point,1,1
5306032,Bayview Hunters Point,0,0
0320015,Tenderloin,1,1
5551017,Bernal Heights,0,0
5296012,Bayview Hunters Point,0,0
6174021,Visitacion Valley,0,0
4221A002,Potrero Hill,0,0
6723005,Outer Mission,0,0
5703022,Bernal Heights,0,0
5891013,Excelsior,0,0
6082005,Excelsior,0,0
6074031,Excelsior,0,0
0157008,Nob Hill,0,0
7118051,Oceanview/Merced/Ingleside,0,0
7004014,Oceanview/Merced/Ingleside,0,0
6272019,Excelsior,0,0
5258028,Bayview Hunters Point,0,0
5324013C,Bayview Hunters Point,0,0
6320010,Visitacion Valley,0,0
4268024,Mission,0,0
5892029,Excelsior,0,0
0324023,Tenderloin,1,1
4117003,Potrero Hill,1,1
4086003,Mission,0,0
5411039,Bayview Hunters Point,0,0
0150031,Nob Hill,1,1
5647026,Bernal Heights,0,0
6004010,Excelsior,0,0
6800043,Outer Mission,0,0
5663033,Bernal Heights,0,0
7069027,Oceanview/Merced/Ingleside,0,0
0104008,North Beach,0,0
6797037,Outer Mission,0,0
3780008,South of Market,0,0
6488018,Excelsior,0,0
3208A001I,Outer Mission,0,0
5858041,Portola,0,0
6959033,Outer Mission,0,0
0054028,North Beach,0,0
3511061,Mission,1,1
6113013,Portola,0,0
5331039,Bayview Hunters Point,0,0
6077040,Excelsior,0,0
6753057,Outer Mission,0,0
6193017,Visitacion Valley,0,0
6781018B,Outer Mission,0,0
0303019,Tenderloin,1,1
3779021,South of Market,0,0
5409029,Bayview Hunters Point,0,0
6599001C,Noe Valley,0,0
7035014,Oceanview/Merced/Ingleside,0,0
6009038,Excelsior,0,0
6800017,Outer Mission,0,0
5928022,Portola,0,0
3212011C,Outer Mission,0,0
5353006B,Bayview Hunters Point,0,0
6793024,Outer Mission,0,0
7055006,Oceanview/Merced/Ingleside,0,0
7331065,Lakeshore,1,1
7071009,Oceanview/Merced/Ingleside,0,0
6034016,Portola,0,0
5639023,Bernal Heights,0,0
6113009,Portola,0,0
5695020,Bernal Heights,0,0
6203045,Visitacion Valley,0,0
6959023,Outer Mission,0,0
3775054,Financial District/South Beach,1,1
6477015,Excelsior,0,0
5330014,Bayview Hunters Point,0,0
4079017,Mission,1,1
3154003D,Outer Mission,0,0
3612041,Mission,0,0
4093050,Potrero Hill,0,0
5671015,Bernal Heights,0,0
6341011,Excelsior,0,0
6404020,Excelsior,0,0
4265008,Mission,0,0
5955002C,Excelsior,0,0
5067020,Visitacion Valley,0,0
5382042,Bayview Hunters Point,0,0
3637020,Mission,0,0
6486016,Excelsior,0,0
3648017,Mission,1,1
4094027,Potrero Hill,0,0
7092072,Oceanview/Merced/Ingleside,0,0
4711155,Bayview Hunters Point,0,0
3640029,Mission,0,0
3148036,Outer Mission,0,0
4991181,Bayview Hunters Point,0,0
6309035,Visitacion Valley,0,0
5651030,Bernal Heights,0,0
6971A030,Outer Mission,0,0
3779072,South of Market,0,0
3597101,Mission,1,1
4030047,Potrero Hill,0,0
0151066,Nob Hill,0,0
4107002A,Potrero Hill,1,1
3532065A,Mission,1,1
5335A134,Bayview Hunters Point,0,0
5355025,Bayview Hunters Point,0,0
5897026,Excelsior,0,0
7331072,Lakeshore,1,1
4143011,Mission,0,0
4073018C,Potrero Hill,0,0
4283B005,Potrero Hill,0,0
6075014,Excelsior,0,0
5895009,Excelsior,0,0
0126027,Nob Hill,1,1
7048020,Oceanview/Merced/Ingleside,0,0
5979027,Portola,0,0
5612053,Bernal Heights,0,0
3787023,South of Market,1,1
6567023,Mission,0,0
7167023,Outer Mission,0,0
6350001G,Excelsior,0,0
7129006,Oceanview/Merced/Ingleside,0,0
7138012B,Oceanview/Merced/Ingleside,0,0
5741005,Bernal Heights,0,0
4152021A,Mission,0,0
6778016,Outer Mission,0,0
3147028A,Outer Mission,0,0
5610011,Bernal Heights,0,0
5949001A,Excelsior,0,0
0763014,Tenderloin,0,0
3613017B,Mission,0,0
3646015,Mission,1,1
7057015,Oceanview/Merced/Ingleside,0,0
7069030,Oceanview/Merced/Ingleside,0,0
7048039,Oceanview/Merced/Ingleside,0,0
0482014,Marina,0,0
6795C006,Outer Mission,0,0
4269016,Mission,0,0
5926001,Portola,0,0
7045A007,Outer Mission,0,0
3144C029,Outer Mission,0,0
7065014F,Outer Mission,0,0
6971B011,Outer Mission,0,0
6320008E,Visitacion Valley,0,0
7112019,Oceanview/Merced/Ingleside,0,0
6418050,Excelsior,0,0
6147035,Portola,0,0
4283B063,Potrero Hill,0,0
3633018,Mission,1,1
6204054,Visitacion Valley,0,0
5311013,Bayview Hunters Point,0,0
4069022,Potrero Hill,0,0
5399001A,Bayview Hunters Point,0,0
6344001A,Excelsior,0,0
3755003,South of Market,1,1
4808028,Bayview Hunters Point,0,0
6118031,Portola,0,0
3645019,Mission,1,1
7145049,Outer Mission,0,0
5728018,Bernal Heights,0,0
5519012,Bernal Heights,0,0
6459029,Excelsior,0,0
5678010,Bernal Heights,0,0
6131015,Portola,0,0
0210022,Chinatown,1,1
6194014,Visitacion Valley,0,0
6256014A,Visitacion Valley,0,0
4939020,Bayview Hunters Point,0,0
4104069,Potrero Hill,0,0
5092013,Bayview Hunters Point,1,1
7031012H,Outer Mission,0,0
4212001,Mission,0,0
4808008D,Bayview Hunters Point,0,0
6018037,Excelsior,0,0
5297019,Bayview Hunters Point,0,0
6091028,Excelsior,0,0
6468A021,Excelsior,0,0
5377017,Bayview Hunters Point,0,0
5107003,Bayview Hunters Point,0,0
6004035,Excelsior,0,0
6301036,Visitacion Valley,0,0
3511091,Mission,1,1
6472020D,Excelsior,0,0
0126002,Nob Hill,0,0
6484007,Excelsior,0,0
4158025,Potrero Hill,0,0
6971A027,Outer Mission,0,0
0867035,Hayes Valley,0,0
7113014B,Oceanview/Merced/Ingleside,0,0
0177012,Chinatown,1,1
5550028,Bernal Heights,0,0
6800012,Outer Mission,0,0
5549116,Bernal Heights,0,0
3609078,Mission,1,1
5893017,Excelsior,0,0
4941039,Bayview Hunters Point,0,0
6093022,Excelsior,0,0
7160003,Outer Mission,0,0
5644034,Bernal Heights,0,0
5971018,Portola,0,0
0335027,Tenderloin,1,1
5290032,Bayview Hunters Point,0,0
4759031,Bayview Hunters Point,0,0
4158056,Potrero Hill,0,0
4076017,Potrero Hill,0,0
3779169,South of Market,0,0
6515021,Mission,0,0
6781011,Outer Mission,0,0
3731001,South of Market,1,1
3211002,Outer Mission,0,0
5982004C,Portola,0,0
5657016,Bernal Heights,0,0
4713COMB,Bayview Hunters Point,0,0
5357018,Bayview Hunters Point,0,0
0227020,Chinatown,1,1
4072039,Potrero Hill,0,0
5550001A,Bernal Heights,0,0
6461012,Excelsior,0,0
6170007A,Portola,0,0
6513010,Mission,0,0
6422006,Excelsior,0,0
7167016,Outer Mission,0,0
3593016,Mission,0,0
6092006,Excelsior,0,0
7018013,Oceanview/Merced/Ingleside,0,0
4001027,Potrero Hill,0,0
5891003,Excelsior,0,0
5345012,Bayview Hunters Point,0,0
3733106,South of Market,0,0
5326002A,Bayview Hunters Point,0,0
5296008,Bayview Hunters Point,0,0
7046B023,Outer Mission,0,0
5921026,Portola,0,0
6280006,Excelsior,0,0
4064030,Potrero Hill,0,0
6596015,Bernal Heights,0,0
4268007,Mission,0,0
7138042,Oceanview/Merced/Ingleside,0,0
7054011,Oceanview/Merced/Ingleside,0,0
6463056A,Excelsior,0,0
4991125,Bayview Hunters Point,0,0
3637050,Mission,1,1
0178011,Chinatown,1,1
5721001,Bernal Heights,0,0
4103020A,Potrero Hill,0,0
5673017,Bernal Heights,0,0
5861010,Portola,0,0
4142011,Mission,0,0
6415022,Excelsior,0,0
7065040,Outer Mission,0,0
7063019,Oceanview/Merced/Ingleside,0,0
7148016,Oceanview/Merced/Ingleside,0,0
4088031,Mission,0,0
2400049,Sunset/Parkside,0,0
6158005,Portola,0,0
4647A010,Bayview Hunters Point,0,0
7043015A,Outer Mission,0,0
3641061,Mission,1,1
3641048,Mission,1,1
6793026,Outer Mission,0,0
7031009,Outer Mission,0,0
5395012,Bayview Hunters Point,0,0
5417010,Bayview Hunters Point,0,0
5939028,Excelsior,0,0
7055013E,Oceanview/Merced/Ingleside,0,0
7062033,Oceanview/Merced/Ingleside,0,0
6301014,Visitacion Valley,0,0
7075034,Oceanview/Merced/Ingleside,0,0
6112004,Portola,0,0
5066B006,Bayview Hunters Point,0,0
5654001,Bernal Heights,0,0
6438001,Excelsior,0,0
6472012,Excelsior,0,0
6346001,Excelsior,0,0
7127018,Oceanview/Merced/Ingleside,0,0
0271024,Financial District/South Beach,1,1
6191043,Visitacion Valley,0,0
3148012,Outer Mission,0,0
5376041,Bayview Hunters Point,0,0
0298001,Nob Hill,1,1
6246021,Visitacion Valley,0,0
5685025,Bernal Heights,0,0
5872055,Excelsior,0,0
3788021,Financial District/South Beach,0,0
3206019,Outer Mission,0,0
7129025,Oceanview/Merced/Ingleside,0,0
6421005,Excelsior,0,0
3552038,Mission,0,0
6239045,Visitacion Valley,0,0
6073008B,Excelsior,0,0
0188002,Nob Hill,0,0
0299005,Nob Hill,1,1
5354010,Bayview Hunters Point,0,0
7134025,Oceanview/Merced/Ingleside,0,0
6279024,Excelsior,0,0
5948009A,Excelsior,0,0
6992042,Oceanview/Merced/Ingleside,0,0
6178019,Visitacion Valley,0,0
5979032,Portola,0,0
7145069A,Outer Mission,0,0
3997003,Potrero Hill,0,0
3521297,Mission,0,0
5072050,Bayview Hunters Point,1,1
5319001,Bayview Hunters Point,0,0
5977001B,Portola,0,0
6260002,Visitacion Valley,0,0
7105014,Oceanview/Merced/Ingleside,0,0
6157011,Portola,0,0
3730011,South of Market,1,1
0776023,Western Addition,1,1
5839018,Bernal Heights,0,0
5673033,Bernal Heights,0,0
4942037,Bayview Hunters Point,0,0
3756019,South of Market,1,1
7060026,Oceanview/Merced/Ingleside,0,0
3608072,Mission,1,1
6412017,Excelsior,0,0
7113034,Oceanview/Merced/Ingleside,0,0
6279022,Excelsior,0,0
6970011,Outer Mission,0,0
5656014A,Bernal Heights,0,0
5910013B,Excelsior,0,0
6004044,Excelsior,0,0
7030009,Outer Mission,0,0
5382007,Bayview Hunters Point,0,0
6085021,Excelsior,0,0
7094048,Oceanview/Merced/Ingleside,0,0
0331016,Tenderloin,1,1
7097044A,Outer Mission,0,0
4087025,Mission,0,0
5803013,Bernal Heights,0,0
5702031,Bernal Heights,0,0
4974025,Bayview Hunters Point,0,0
5961020,Excelsior,0,0
6048025,Portola,0,0
0687016,Japantown,0,0
5687038,Bernal Heights,0,0
7077006,Oceanview/Merced/Ingleside,0,0
4095024,Potrero Hill,0,0
3637004,Mission,1,1
3607023,Mission,0,0
0160001,Chinatown,0,0
7046024,Oceanview/Merced/Ingleside,0,0
0181021,Nob Hill,0,0
7043004A,Outer Mission,0,0
5501063,Bernal Heights,0,0
0301009,Nob Hill,1,1
5067007D,Visitacion Valley,0,0
6481003,Excelsior,0,0
6023031,Excelsior,0,0
5727015,Bernal Heights,0,0
6485030,Excelsior,0,0
6513013,Mission,1,1
0159033,Chinatown,0,0
6122006,Portola,0,0
7061043,Oceanview/Merced/Ingleside,0,0
5615073,Bernal Heights,0,0
7031023,Outer Mission,0,0
5828005,Bernal Heights,0,0
7084046,Oceanview/Merced/Ingleside,0,0
4647A016,Bayview Hunters Point,0,0
5353B003,Bayview Hunters Point,0,0
0792007D,Hayes Valley,0,0
6463039,Excelsior,0,0
7091027,Oceanview/Merced/Ingleside,0,0
5611025,Bernal Heights,0,0
6359005,Visitacion Valley,0,0
6095005,Excelsior,0,0
4145016A,Mission,1,1
6442009,Excelsior,0,0
6799008,Outer Mission,0,0
5556057,Bernal Heights,0,0
5814005,Bernal Heights,0,0
7055A021,Oceanview/Merced/Ingleside,0,0
6233049,Visitacion Valley,0,0
6078008,Excelsior,0,0
3725128,South of Market,0,0
3211012F,Outer Mission,0,0
5557026,Bernal Heights,0,0
6020021,Excelsior,0,0
6415019,Excelsior,0,0
7002010,Oceanview/Merced/Ingleside,0,0
0224078,Chinatown,0,0
4151017,Mission,0,0
5688002A,Bernal Heights,0,0
7031029,Outer Mission,0,0
7150043A,Oceanview/Merced/Ingleside,0,0
0115012,North Beach,0,0
7137008,Oceanview/Merced/Ingleside,0,0
4149019B,Mission,0,0
3612069,Mission,0,0
5971014,Portola,0,0
5654026,Bernal Heights,0,0
7090026,Oceanview/Merced/Ingleside,0,0
6468A016,Excelsior,0,0
3612032,Mission,0,0
3522062,Mission,1,1
3511056,Mission,1,1
6326012,Visitacion Valley,0,0
0262020,Financial District/South Beach,0,0
6090019,Excelsior,0,0
6346001C,Excelsior,0,0
6090034,Excelsior,0,0
6011018A,Excelsior,0,0
0665023,Western Addition,0,0
6487018,Excelsior,0,0
6091005,Excelsior,0,0
6953057,Outer Mission,0,0
0131016,North Beach,0,0
6462014A,Excelsior,0,0
5743024,Bernal Heights,0,0
5517076,Bernal Heights,0,0
6113016,Portola,0,0
5575002,Bernal Heights,0,0
3775018,Financial District/South Beach,0,0
5463014,Bayview Hunters Point,0,0
6354005,Excelsior,0,0
6469024,Excelsior,0,0
0749002D,Western Addition,0,0
3204005,Outer Mission,0,0
5869004A,Excelsior,0,0
6514015,Mission,0,0
5360002B,Bayview Hunters Point,0,0
7032A054,Outer Mission,0,0
0156038A,Nob Hill,0,0
4107002K,Potrero Hill,1,1
7028A031,Outer Mission,0,0
7085029,Oceanview/Merced/Ingleside,0,0
6511030,Mission,0,0
3753010,South of Market,0,0
3711010,Financial District/South Beach,0,0
5383022A,Bayview Hunters Point,0,0
5069018B,Bayview Hunters Point,1,1
6511011,Mission,0,0
6328046,McLaren Park,0,0
7097003A,Outer Mission,0,0
6445005,Excelsior,0,0
5664004,Bernal Heights,0,0
7167013,Outer Mission,0,0
5397033,Bayview Hunters Point,0,0
0224025,Chinatown,0,0
6528003,Mission,0,0
4276010,Mission,0,0
6470001C,Excelsior,0,0
4093061,Potrero Hill,0,0
5632015,Bernal Heights,0,0
5618022,Bernal Heights,0,0
5070021,Bayview Hunters Point,1,1
5386008A,Bayview Hunters Point,0,0
5976022,Portola,0,0
3576021,Mission,0,0
5942002,Excelsior,0,0
7018021A,Oceanview/Merced/Ingleside,0,0
5986035,Portola,0,0
4266001,Mission,0,0
5939010,Excelsior,0,0
5883006,Portola,0,0
6233059,Visitacion Valley,0,0
6441022,Excelsior,0,0
3640031,Mission,0,0
7113019I,Oceanview/Merced/Ingleside,0,0
3726013,South of Market,0,0
0982017,Pacific Heights,0,0
4112003,Potrero Hill,1,1
4757007C,Bayview Hunters Point,0,0
7067034,Oceanview/Merced/Ingleside,0,0
5871019,Excelsior,0,0
3206013,Outer Mission,0,0
6988002A,Oceanview/Merced/Ingleside,0,0
7048048,Oceanview/Merced/Ingleside,0,0
3597036,Mission,1,1
4096053,Potrero Hill,0,0
6087029,Excelsior,0,0
0052017,North Beach,0,0
4098002E,Potrero Hill,0,0
3567008,Mission,0,0
5384A025,Bayview Hunters Point,0,0
5068009D,Visitacion Valley,0,0
6074025,Excelsior,0,0
6194007,Visitacion Valley,0,0
5384D011,Bayview Hunters Point,0,0
3180203,West of Twin Peaks,0,0
5536A005,Bernal Heights,0,0
7010004,Oceanview/Merced/Ingleside,0,0
5661015,Bernal Heights,0,0
4067022,Potrero Hill,0,0
6087014A,Excelsior,0,0
7178016,Oceanview/Merced/Ingleside,0,0
4038005,Potrero Hill,0,0
6800009A,Outer Mission,0,0
7020035,Oceanview/Merced/Ingleside,0,0
5917026,Portola,0,0
6074024,Excelsior,0,0
5515027,Bernal Heights,0,0
6530013,Mission,0,0
4969028,Bayview Hunters Point,0,0
3637052,Mission,1,1
0054007,North Beach,0,0
5802023,Bernal Heights,0,0
6996042,Oceanview/Merced/Ingleside,0,0
7112029,Oceanview/Merced/Ingleside,0,0
5613045,Bernal Heights,0,0
5812014,Bernal Heights,0,0
5383017A,Bayview Hunters Point,0,0
0101009,Chinatown,0,0
3725087,South of Market,1,1
7161023,Outer Mission,0,0
4161025,Potrero Hill,0,0
3554019,Mission,0,0
5428C024,Bayview Hunters Point,0,0
6076041,Excelsior,0,0
5381003,Bayview Hunters Point,0,0
7036006,Oceanview/Merced/Ingleside,0,0
7003015,Oceanview/Merced/Ingleside,0,0
5259001A,Bayview Hunters Point,0,0
6202030,Visitacion Valley,0,0
5320022,Bayview Hunters Point,0,0
6493008A,Excelsior,0,0
7018049,Oceanview/Merced/Ingleside,0,0
4938021A,Bayview Hunters Point,0,0
5661008,Bernal Heights,0,0
6278004,Excelsior,0,0
5620022,Bernal Heights,0,0
5340001A,Bayview Hunters Point,0,0
5721007,Bernal Heights,0,0
4217020,Potrero Hill,0,0
6156025,Portola,0,0
0700009,Japantown,0,0
0321038,Tenderloin,1,1
4973027,Bayview Hunters Point,0,0
6475018,Excelsior,0,0
6076037,Excelsior,0,0
5955005E,Excelsior,0,0
6753031,Outer Mission,0,0
7071007,Oceanview/Merced/Ingleside,0,0
3703085,South of Market,0,0
5092014,Bayview Hunters Point,1,1
6018008,Excelsior,0,0
6095024A,Excelsior,0,0
3635009,Mission,0,0
7164019,Outer Mission,0,0
5941019,Excelsior,0,0
6991045,Oceanview/Merced/Ingleside,0,0
6402027,Excelsior,0,0
5539009,Bernal Heights,0,0
5877040,Portola,0,0
6465013,Excelsior,0,0
6748057,Outer Mission,0,0
7064A021A,Outer Mission,0,0
6245018,Visitacion Valley,0,0
6991016,Oceanview/Merced/Ingleside,0,0
6595008,Noe Valley,0,0
6255015,Visitacion Valley,0,0
4035030,Potrero Hill,0,0
6090007,Excelsior,0,0
5328039,Bayview Hunters Point,0,0
6720025,Bernal Heights,0,0
5650014,Bernal Heights,0,0
5325001,Bayview Hunters Point,0,0
6297009,Visitacion Valley,0,0
3641009A,Mission,0,0
5836012,Bernal Heights,0,0
0055034,North Beach,0,0
7148053,Oceanview/Merced/Ingleside,0,0
5969015,Portola,0,0
3732124,South of Market,1,1
6406015,Excelsior,0,0
5971025,Portola,0,0
5541043,Bernal Heights,1,1
4206023,Mission,0,0
6435002,Excelsior,0,0
6617026,Noe Valley,0,0
6786008,Outer Mission,0,0
5959009,Excelsior,0,0
5870019,Excelsior,0,0
7016035,Oceanview/Merced/Ingleside,0,0
6175033,Visitacion Valley,0,0
0225014,Chinatown,1,1
5382018,Bayview Hunters Point,0,0
5339015B,Bayview Hunters Point,0,0
6117083,Portola,0,0
3794022,Mission Bay,1,1
5254016,Bayview Hunters Point,0,0
6405008,Excelsior,0,0
0652004,Pacific Heights,1,1
6200091,Visitacion Valley,0,0
3753070,South of Market,0,0
0689017,Western Addition,0,0
5290058,Bayview Hunters Point,0,0
6534021A,Mission,0,0
6660060,Bernal Heights,0,0
5326017A,Bayview Hunters Point,0,0
6965B043,Outer Mission,0,0
7018017,Oceanview/Merced/Ingleside,0,0
5992A039,Portola,0,0
7031008B,Outer Mission,0,0
4104008,Potrero Hill,0,0
6691031,Bernal Heights,0,0
5882037,Portola,0,0
5809012,Bernal Heights,0,0
5890013A,Excelsior,0,0
5862A005,Portola,0,0
0282004A,Nob Hill,1,1
5525012,Bernal Heights,1,1
5320019,Bayview Hunters Point,0,0
6011034,Excelsior,0,0
5337043,Bayview Hunters Point,0,0
6090027,Excelsior,0,0
0158041,Nob Hill,0,0
4271003,Mission,0,0
6995047,Oceanview/Merced/Ingleside,0,0
7163020,Outer Mission,0,0
3994011,Potrero Hill,0,0
6801014,Outer Mission,0,0
4150024,Mission,1,1
6413021,Excelsior,0,0
7114033C,Oceanview/Merced/Ingleside,0,0
6076015,Excelsior,0,0
4591B053,Bayview Hunters Point,0,0
0117009,Chinatown,0,0
3962007,Mission,0,0
4152008,Mission,0,0
5329030,Bayview Hunters Point,0,0
5305018,Bayview Hunters Point,0,0
7066030,Outer Mission,0,0
6419029,Excelsior,0,0
5382004,Bayview Hunters Point,0,0
5744038A,Bernal Heights,0,0
5504011,Bernal Heights,0,0
3598037,Mission,1,1
5972014,Portola,0,0
6309C021,Visitacion Valley,0,0
7031024,Outer Mission,0,0
5523037,Bernal Heights,1,1
5744048,Bernal Heights,0,0
6093006,Excelsior,0,0
6088003,Excelsior,0,0
5409019,Bayview Hunters Point,0,0
5860040,Portola,0,0
4991103,Bayview Hunters Point,0,0
5312020,Bayview Hunters Point,0,0
6491001F,Excelsior,0,0
6297003,Visitacion Valley,0,0
5909006,Excelsior,0,0
6174012A,Visitacion Valley,0,0
5708013,Bernal Heights,0,0
5537008,Bernal Heights,0,0
7001049,Oceanview/Merced/Ingleside,0,0
3569012,Mission,1,1
6120003,Portola,0,0
5360017,Bayview Hunters Point,0,0
7067022,Oceanview/Merced/Ingleside,0,0
6965B016,Outer Mission,0,0
